100 4950 5
0	1	2	0.02
58	86	7	0.03
56	16	6	0.03
61	56	9	0.03
8	7	5	0.01
99	0	5	0.03
22	30	10	0.03
68	30	7	0.02
94	37	5	0.02
57	87	7	0.03
64	41	10	0.02
28	46	5	0.00
69	27	9	0.03
6	67	7	0.04
70	80	5	0.00
14	54	5	0.00
20	64	10	0.02
51	53	1	0.02
76	43	4	0.03
17	87	3	0.00
66	32	2	0.02
84	57	5	0.04
10	7	4	0.02
32	84	5	0.01
71	90	3	0.03
30	13	2	0.03
29	58	2	0.03
95	92	7	0.03
20	25	8	0.02
33	21	2	0.03
61	95	7	0.01
57	99	4	0.03
43	55	9	0.03
72	19	8	0.01
23	0	7	0.00
0	65	4	0.04
80	51	8	0.00
2	70	4	0.02
63	18	10	0.04
68	50	7	0.02
50	46	4	0.04
14	29	9	0.03
1	10	3	0.01
51	61	8	0.04
2	54	6	0.04
10	96	5	0.01
62	20	1	0.02
75	28	2	0.03
98	99	6	0.01
62	95	4	0.02
2	76	8	0.03
18	95	6	0.00
1	74	5	0.01
57	47	1	0.02
42	12	5	0.03
53	41	6	0.04
23	7	8	0.03
51	97	6	0.00
47	92	3	0.02
76	19	4	0.00
88	58	7	0.00
30	11	3	0.01
39	10	3	0.02
40	85	5	0.03
24	30	2	0.02
93	69	2	0.04
66	82	7	0.01
47	25	8	0.01
25	92	6	0.03
34	1	1	0.01
57	97	2	0.02
49	30	7	0.00
63	49	9	0.03
88	5	2	0.03
18	98	7	0.01
59	83	3	0.02
53	47	3	0.01
11	97	3	0.01
57	88	6	0.01
42	21	8	0.02
81	30	2	0.03
47	16	2	0.03
18	24	3	0.00
50	69	3	0.04
31	89	1	0.02
99	65	2	0.04
83	72	9	0.02
92	65	8	0.03
98	63	9	0.00
35	96	6	0.03
17	42	2	0.04
48	62	1	0.02
74	31	9	0.01
6	25	6	0.02
3	41	3	0.02
71	0	1	0.03
21	89	10	0.01
53	99	9	0.03
54	46	5	0.03
24	44	9	0.01
29	59	2	0.03
48	41	8	0.03
71	20	8	0.03
27	73	1	0.01
13	73	6	0.01
88	77	1	0.01
68	26	5	0.00
46	93	8	0.02
0	64	9	0.03
55	37	9	0.03
46	79	3	0.02
24	36	10	0.03
25	63	7	0.02
41	53	6	0.01
21	78	1	0.03
44	40	6	0.02
39	41	10	0.02
62	90	9	0.04
77	88	2	0.01
83	99	7	0.01
77	89	3	0.03
48	80	10	0.04
98	66	7	0.03
63	84	5	0.02
17	50	3	0.04
73	39	1	0.02
48	88	7	0.02
84	93	4	0.01
55	86	3	0.02
91	41	9	0.02
26	83	7	0.05
36	59	7	0.02
65	14	2	0.01
71	34	6	0.02
29	87	4	0.02
27	79	6	0.00
99	50	5	0.02
71	75	8	0.02
68	41	10	0.04
26	45	6	0.02
75	65	6	0.02
43	78	8	0.01
15	68	3	0.01
19	15	9	0.04
19	47	8	0.04
19	12	5	0.00
1	98	4	0.04
66	39	4	0.01
1	87	3	0.03
59	42	2	0.01
61	4	3	0.01
18	87	9	0.02
28	26	5	0.03
53	57	9	0.01
95	17	1	0.02
17	8	7	0.01
78	82	7	0.02
22	52	8	0.02
91	29	2	0.02
73	63	4	0.03
36	32	5	0.01
40	70	3	0.03
28	98	10	0.01
5	51	10	0.04
1	22	9	0.01
44	34	2	0.01
63	70	5	0.00
44	39	3	0.02
59	58	3	0.02
9	24	9	0.03
63	39	5	0.01
15	62	7	0.02
13	0	1	0.04
14	42	10	0.04
28	82	4	0.01
44	38	10	0.03
76	96	5	0.05
51	37	5	0.02
5	43	5	0.04
44	56	10	0.00
89	68	5	0.01
41	28	2	0.01
10	89	8	0.01
31	6	4	0.02
44	97	5	0.01
76	65	3	0.03
37	10	7	0.01
65	52	5	0.03
22	53	1	0.03
13	39	9	0.05
28	72	3	0.02
60	31	2	0.03
40	34	4	0.02
43	75	9	0.02
88	62	4	0.02
90	49	8	0.01
53	50	8	0.00
27	55	8	0.03
46	28	9	0.03
28	93	10	0.02
23	5	10	0.01
69	58	5	0.01
83	49	2	0.01
66	47	5	0.01
93	65	3	0.03
2	71	8	0.03
97	40	6	0.04
46	17	3	0.04
91	90	3	0.00
48	52	8	0.05
19	4	10	0.03
43	65	9	0.03
54	23	2	0.03
67	46	8	0.03
92	21	2	0.01
28	21	1	0.02
92	12	3	0.00
59	20	9	0.04
71	59	3	0.03
91	47	9	0.02
38	47	1	0.05
37	41	10	0.02
91	43	4	0.01
15	18	3	0.02
19	80	3	0.00
34	9	6	0.02
41	7	2	0.01
17	53	3	0.04
94	64	7	0.01
60	5	9	0.02
91	96	5	0.03
60	24	10	0.02
91	9	7	0.02
24	37	2	0.02
6	57	9	0.02
71	27	7	0.02
82	43	4	0.01
14	46	3	0.02
34	99	3	0.00
73	22	4	0.02
87	64	4	0.00
85	37	1	0.04
83	22	8	0.02
85	44	1	0.00
78	76	1	0.01
6	39	4	0.02
57	85	4	0.01
4	73	9	0.03
78	68	9	0.01
81	75	1	0.00
2	7	8	0.03
28	31	9	0.04
98	59	1	0.01
57	38	8	0.02
43	80	10	0.01
87	12	8	0.00
84	33	7	0.02
35	63	2	0.02
18	83	4	0.02
84	78	5	0.03
7	63	9	0.01
1	34	6	0.02
88	27	7	0.02
29	97	3	0.04
81	19	10	0.02
28	23	2	0.03
8	5	4	0.02
38	73	1	0.04
28	35	4	0.03
29	95	8	0.00
2	99	10	0.03
65	22	5	0.03
32	61	1	0.02
86	95	10	0.01
68	64	6	0.02
51	6	6	0.00
33	76	9	0.02
57	52	5	0.04
50	37	7	0.01
58	41	1	0.01
81	40	10	0.04
63	58	8	0.00
37	36	3	0.01
81	24	1	0.02
63	54	4	0.01
97	32	10	0.03
20	0	5	0.02
78	85	2	0.00
93	92	7	0.04
0	56	5	0.01
40	65	10	0.04
48	75	4	0.00
87	30	8	0.01
34	73	3	0.02
54	12	9	0.01
98	48	7	0.04
24	91	7	0.01
73	88	10	0.01
89	54	8	0.03
37	14	10	0.04
10	58	8	0.03
40	83	1	0.01
66	0	8	0.03
27	86	1	0.01
78	74	7	0.02
52	40	3	0.03
95	85	6	0.02
71	58	6	0.02
31	54	9	0.04
84	44	4	0.03
16	75	1	0.03
67	90	8	0.03
43	20	4	0.01
49	85	2	0.02
11	50	3	0.03
38	80	7	0.02
29	48	7	0.02
61	43	1	0.03
28	1	8	0.02
56	5	6	0.01
55	71	2	0.02
83	25	10	0.01
15	37	4	0.00
70	35	4	0.03
17	37	1	0.01
30	90	5	0.03
64	60	1	0.02
7	81	10	0.00
80	38	5	0.02
91	1	10	0.01
18	12	6	0.02
13	42	8	0.02
12	70	8	0.04
5	62	6	0.02
82	52	5	0.02
86	77	4	0.02
43	18	6	0.03
63	72	1	0.00
25	83	9	0.02
11	13	9	0.02
10	38	9	0.03
28	9	9	0.02
86	20	2	0.01
53	49	8	0.03
56	96	3	0.04
86	67	9	0.02
29	44	8	0.04
76	68	8	0.02
3	27	10	0.01
10	28	10	0.00
73	56	8	0.03
20	38	10	0.01
9	36	3	0.02
63	97	4	0.01
32	10	10	0.01
6	32	3	0.04
90	40	9	0.04
37	50	3	0.01
74	22	9	0.03
13	62	4	0.04
63	48	10	0.00
52	59	7	0.05
74	32	1	0.03
59	98	3	0.01
98	26	1	0.01
19	82	9	0.00
52	90	4	0.04
18	2	5	0.02
48	39	5	0.01
16	80	4	0.03
39	81	7	0.02
40	97	5	0.03
96	87	2	0.01
25	75	8	0.02
4	29	1	0.00
89	16	9	0.04
6	38	8	0.01
86	18	10	0.03
47	87	3	0.03
81	68	9	0.03
0	53	6	0.03
47	71	5	0.00
62	47	2	0.03
49	5	4	0.00
71	46	3	0.01
41	40	7	0.01
80	42	2	0.03
95	69	5	0.01
35	89	8	0.02
17	11	7	0.01
61	90	2	0.02
42	86	4	0.03
12	68	1	0.04
39	44	7	0.04
7	54	7	0.02
35	74	7	0.03
54	97	6	0.00
59	19	1	0.03
33	48	9	0.00
96	44	3	0.01
21	76	6	0.01
43	30	3	0.01
55	6	7	0.01
45	58	2	0.03
21	66	8	0.02
24	90	3	0.01
24	20	1	0.01
89	80	4	0.01
51	34	6	0.02
20	10	10	0.01
72	26	3	0.03
23	75	7	0.01
31	41	6	0.01
25	39	3	0.01
90	12	10	0.04
30	32	5	0.00
68	85	6	0.02
51	45	6	0.01
3	62	4	0.02
97	22	7	0.02
90	76	7	0.01
4	88	4	0.02
41	91	5	0.04
47	19	3	0.03
92	41	5	0.02
8	97	8	0.03
8	78	4	0.04
30	88	8	0.03
90	18	8	0.04
11	87	2	0.02
27	70	8	0.01
3	59	2	0.03
97	3	1	0.01
60	37	5	0.01
21	14	9	0.02
92	54	1	0.03
49	9	5	0.01
2	97	5	0.04
26	75	9	0.05
69	3	1	0.00
7	4	7	0.02
49	88	6	0.02
63	85	3	0.01
50	41	2	0.01
65	97	2	0.02
65	44	10	0.02
99	5	3	0.04
43	67	1	0.03
42	85	3	0.01
30	27	3	0.00
70	56	4	0.00
85	38	1	0.04
79	70	8	0.01
91	22	3	0.01
78	16	6	0.01
42	70	7	0.04
3	45	4	0.02
41	21	1	0.01
72	70	9	0.01
83	75	10	0.01
43	93	8	0.02
37	98	9	0.01
59	1	3	0.00
3	37	6	0.03
97	87	9	0.03
57	82	4	0.02
76	21	8	0.02
82	89	5	0.02
87	29	5	0.02
23	25	7	0.03
14	38	4	0.02
76	42	3	0.01
97	38	10	0.04
97	71	8	0.01
15	2	8	0.01
15	76	9	0.00
86	94	2	0.03
33	23	7	0.00
36	96	3	0.03
86	28	6	0.02
84	69	8	0.02
6	92	3	0.02
33	55	9	0.02
84	41	1	0.03
23	66	2	0.02
82	92	5	0.01
80	64	5	0.05
62	15	4	0.02
70	14	4	0.01
79	20	4	0.01
38	21	7	0.04
5	35	3	0.04
30	69	6	0.01
27	68	7	0.01
25	6	6	0.03
25	4	2	0.01
45	46	8	0.04
25	94	6	0.03
91	88	9	0.03
33	35	6	0.01
73	71	9	0.02
41	32	10	0.02
61	68	9	0.01
62	53	4	0.03
84	8	5	0.00
45	47	7	0.03
61	99	7	0.00
51	78	6	0.00
97	84	1	0.01
49	10	3	0.03
65	31	9	0.02
86	42	4	0.02
59	4	8	0.02
41	56	8	0.02
31	52	3	0.00
56	26	5	0.04
21	15	4	0.03
30	19	1	0.03
50	94	7	0.03
40	44	3	0.00
33	10	7	0.04
30	28	5	0.02
67	72	7	0.01
21	13	5	0.03
78	21	8	0.03
69	89	10	0.00
67	82	2	0.01
79	57	9	0.03
42	45	1	0.03
84	3	6	0.00
97	33	6	0.02
2	50	3	0.01
12	38	3	0.01
67	57	7	0.02
97	85	9	0.01
55	47	3	0.02
79	0	10	0.03
65	9	3	0.00
2	89	8	0.01
97	83	6	0.03
79	13	2	0.02
53	10	3	0.03
21	50	6	0.02
63	80	4	0.02
89	8	7	0.02
2	39	2	0.01
41	16	5	0.02
61	47	2	0.02
21	42	6	0.02
97	73	6	0.04
24	56	8	0.04
34	75	8	0.01
58	78	5	0.02
30	83	2	0.02
49	4	1	0.02
27	3	8	0.01
12	69	1	0.01
75	48	7	0.04
46	1	9	0.02
41	74	2	0.03
67	12	10	0.03
86	96	5	0.00
70	73	6	0.02
97	77	9	0.03
30	18	1	0.00
23	63	8	0.03
71	11	2	0.03
8	99	2	0.02
47	55	9	0.00
36	43	7	0.01
41	89	5	0.04
17	20	6	0.02
16	46	5	0.04
60	19	1	0.03
39	61	8	0.02
19	2	1	0.01
51	94	9	0.04
53	15	2	0.02
46	30	8	0.03
9	96	1	0.02
14	21	7	0.03
65	56	7	0.02
94	12	9	0.01
20	3	8	0.04
50	13	3	0.01
88	64	8	0.02
50	48	9	0.00
52	85	3	0.02
44	47	9	0.02
57	91	4	0.03
7	67	5	0.02
83	46	5	0.04
93	62	7	0.04
18	1	9	0.02
46	87	3	0.02
12	36	3	0.01
56	36	10	0.04
56	99	10	0.01
81	41	1	0.01
79	39	7	0.04
22	29	2	0.03
25	27	5	0.00
80	9	7	0.03
82	95	9	0.03
92	5	9	0.02
15	46	1	0.04
64	86	7	0.02
12	72	2	0.00
64	98	9	0.03
29	33	5	0.04
60	61	7	0.03
7	95	4	0.02
32	92	10	0.01
92	95	7	0.01
43	81	1	0.02
82	30	4	0.01
25	66	10	0.03
80	60	3	0.04
55	4	7	0.04
88	41	9	0.04
37	91	6	0.04
90	36	9	0.01
88	28	3	0.00
15	85	5	0.05
33	19	10	0.02
85	10	3	0.00
21	18	4	0.03
96	11	7	0.02
14	12	10	0.04
30	58	3	0.02
55	85	2	0.02
92	8	6	0.02
61	42	6	0.03
57	44	8	0.01
37	97	4	0.00
60	57	1	0.02
23	93	4	0.00
48	71	5	0.05
64	48	4	0.01
80	79	2	0.05
69	39	9	0.01
44	51	7	0.03
62	78	6	0.02
56	13	3	0.02
26	97	6	0.01
46	16	9	0.04
72	50	9	0.03
73	68	10	0.03
82	44	8	0.02
40	12	1	0.02
36	67	8	0.04
7	59	7	0.03
60	23	5	0.02
31	3	4	0.01
29	78	4	0.01
91	78	7	0.02
34	65	9	0.00
70	3	4	0.01
27	43	7	0.04
36	60	8	0.00
21	71	6	0.01
12	17	1	0.03
49	14	3	0.02
48	97	4	0.00
73	65	8	0.02
33	39	2	0.01
20	8	1	0.03
3	99	9	0.02
58	84	10	0.01
55	78	8	0.04
40	25	8	0.03
86	7	4	0.01
21	55	7	0.01
33	72	9	0.03
95	99	3	0.03
11	40	5	0.02
74	59	2	0.02
50	96	7	0.03
80	37	2	0.00
41	12	9	0.02
46	19	7	0.00
95	9	3	0.03
63	93	5	0.01
52	29	7	0.01
76	9	10	0.00
89	99	1	0.02
54	2	7	0.03
78	35	10	0.02
32	48	2	0.04
88	80	1	0.03
21	84	4	0.03
13	11	7	0.04
77	12	8	0.01
87	99	8	0.01
76	28	9	0.04
62	19	10	0.03
88	83	9	0.03
22	81	5	0.00
54	15	3	0.03
35	64	5	0.03
70	36	7	0.02
51	74	5	0.01
14	75	2	0.04
34	77	2	0.03
4	55	1	0.03
35	62	5	0.03
88	99	4	0.00
0	82	7	0.00
78	92	1	0.00
42	71	2	0.03
70	16	6	0.00
62	18	5	0.03
75	0	2	0.02
42	32	4	0.04
41	86	5	0.02
1	0	1	0.02
72	23	8	0.01
10	76	2	0.03
33	34	3	0.01
90	70	4	0.00
82	57	10	0.03
47	31	6	0.03
37	0	6	0.01
80	44	10	0.01
44	33	5	0.00
25	15	5	0.01
91	34	4	0.02
36	98	5	0.03
20	68	4	0.03
34	53	4	0.01
36	80	1	0.03
93	71	7	0.02
70	21	3	0.00
21	56	5	0.01
33	13	8	0.01
80	75	8	0.02
56	0	7	0.01
32	19	6	0.01
98	91	2	0.02
4	38	4	0.02
21	47	6	0.03
75	99	7	0.01
93	22	5	0.03
8	25	1	0.03
99	55	6	0.00
59	38	6	0.01
77	97	2	0.03
16	95	2	0.01
14	82	6	0.03
34	72	8	0.03
18	86	7	0.02
0	5	10	0.01
54	37	6	0.01
96	65	8	0.02
61	9	5	0.03
14	30	8	0.04
76	48	7	0.01
93	42	4	0.02
18	41	10	0.03
85	48	7	0.01
3	39	3	0.02
18	50	10	0.03
44	71	7	0.00
25	21	3	0.02
95	5	6	0.02
13	2	2	0.05
45	48	1	0.03
71	4	7	0.03
24	75	6	0.04
71	2	8	0.04
86	54	6	0.02
21	54	8	0.01
50	20	10	0.02
68	15	3	0.01
27	39	6	0.03
82	87	6	0.02
68	2	1	0.01
22	66	7	0.02
11	31	10	0.00
0	70	10	0.05
69	35	2	0.03
56	12	4	0.04
37	53	8	0.03
62	85	9	0.01
19	64	10	0.02
27	56	6	0.01
68	93	4	0.03
75	95	2	0.00
53	0	8	0.02
41	22	1	0.01
67	47	3	0.03
40	69	5	0.01
17	81	4	0.03
53	31	6	0.04
53	63	4	0.02
86	64	4	0.01
84	17	4	0.02
84	89	2	0.02
35	12	6	0.02
76	20	7	0.00
44	25	6	0.00
91	20	5	0.03
0	60	3	0.00
57	43	5	0.02
34	97	3	0.03
53	61	6	0.01
20	51	4	0.03
94	35	10	0.00
56	65	2	0.03
41	20	2	0.02
13	1	10	0.01
16	44	1	0.04
75	72	4	0.01
82	91	6	0.03
56	98	3	0.00
47	9	9	0.02
16	34	9	0.02
16	57	3	0.02
81	20	6	0.01
59	46	4	0.04
2	79	2	0.00
27	38	2	0.01
40	79	9	0.00
41	59	8	0.03
34	93	6	0.02
14	33	1	0.01
8	12	3	0.03
4	45	6	0.03
55	7	8	0.03
43	41	2	0.02
31	10	1	0.04
92	4	1	0.03
23	95	1	0.02
6	46	3	0.03
14	89	9	0.03
83	31	1	0.01
8	77	4	0.03
11	9	1	0.01
40	58	3	0.01
38	30	6	0.04
42	3	2	0.00
38	81	6	0.01
83	94	4	0.01
67	41	10	0.00
10	9	3	0.01
67	29	2	0.04
66	81	9	0.00
88	9	6	0.04
22	15	3	0.04
13	80	5	0.02
88	91	6	0.03
9	32	8	0.03
65	15	10	0.02
74	4	10	0.01
63	29	3	0.01
88	61	2	0.01
89	11	8	0.00
3	66	10	0.01
47	82	3	0.02
48	6	1	0.02
32	68	8	0.01
81	44	4	0.04
96	4	4	0.04
60	20	9	0.03
47	37	6	0.04
31	47	1	0.01
91	10	1	0.03
44	16	6	0.04
90	44	6	0.01
96	7	3	0.00
73	58	8	0.03
11	92	1	0.01
72	76	1	0.02
36	17	6	0.02
63	65	9	0.03
43	7	2	0.01
65	98	4	0.02
43	12	10	0.02
25	31	6	0.00
76	51	6	0.02
18	66	9	0.03
45	94	10	0.01
76	39	6	0.03
47	59	8	0.04
84	94	2	0.00
33	40	1	0.02
60	48	9	0.01
65	62	3	0.01
94	89	2	0.04
17	67	5	0.04
91	0	9	0.02
9	22	1	0.02
11	43	2	0.01
95	42	1	0.03
97	15	3	0.02
61	98	6	0.03
17	95	7	0.03
64	71	4	0.03
33	12	5	0.00
44	74	5	0.01
57	1	4	0.01
70	24	6	0.02
10	84	5	0.03
16	3	3	0.04
81	57	10	0.01
51	36	7	0.03
24	22	4	0.03
75	15	3	0.01
30	73	7	0.02
66	70	6	0.03
12	0	2	0.04
18	52	6	0.02
16	17	7	0.03
53	73	1	0.01
53	55	7	0.01
95	77	7	0.00
43	5	4	0.01
74	40	2	0.02
82	48	8	0.02
85	70	7	0.03
91	93	4	0.02
16	14	4	0.02
38	57	10	0.02
7	30	2	0.01
30	7	3	0.01
75	53	7	0.02
70	38	2	0.03
86	65	1	0.01
78	49	2	0.03
24	2	1	0.02
13	7	1	0.01
1	36	3	0.01
35	25	1	0.03
62	63	4	0.01
38	60	6	0.00
78	54	2	0.00
67	35	7	0.03
68	55	4	0.02
48	5	4	0.05
67	60	1	0.01
87	38	8	0.02
37	42	9	0.00
50	73	6	0.01
36	72	2	0.04
1	56	5	0.01
76	81	7	0.03
77	71	3	0.02
96	62	6	0.02
22	5	6	0.00
33	65	8	0.01
17	56	1	0.04
94	24	2	0.02
24	48	2	0.02
92	43	4	0.03
14	34	10	0.01
70	95	7	0.03
96	82	9	0.01
81	45	10	0.01
7	93	1	0.01
49	82	10	0.02
47	54	6	0.01
3	20	2	0.04
1	54	4	0.01
62	55	6	0.00
50	0	2	0.00
79	26	6	0.04
75	39	5	0.03
29	67	3	0.00
29	23	1	0.02
64	28	6	0.01
18	90	8	0.02
77	8	6	0.01
22	32	6	0.00
84	80	5	0.03
13	72	6	0.01
32	97	2	0.03
33	0	7	0.03
7	38	6	0.00
42	58	10	0.00
57	90	9	0.02
49	80	9	0.02
51	8	10	0.01
77	86	10	0.04
19	5	10	0.03
96	72	7	0.01
60	28	4	0.03
70	86	7	0.01
29	98	8	0.00
71	8	3	0.03
53	30	6	0.02
51	31	1	0.03
85	43	5	0.03
22	78	7	0.02
11	81	9	0.03
84	20	8	0.03
23	18	4	0.01
45	10	4	0.01
50	5	6	0.02
40	9	4	0.01
87	33	7	0.02
6	96	9	0.00
22	69	6	0.03
14	91	7	0.03
90	24	8	0.01
91	38	5	0.02
51	7	6	0.01
56	46	9	0.02
34	55	5	0.01
1	76	5	0.04
26	9	5	0.02
62	81	6	0.03
2	51	2	0.04
55	15	10	0.03
79	24	9	0.05
40	18	1	0.03
6	1	2	0.01
18	62	10	0.02
20	53	1	0.02
86	48	7	0.02
61	78	6	0.02
7	55	9	0.03
24	54	4	0.03
11	20	4	0.02
40	19	4	0.04
0	44	6	0.01
42	88	7	0.02
37	52	8	0.04
38	51	2	0.00
1	21	3	0.00
81	98	2	0.02
56	95	5	0.04
31	87	10	0.05
68	78	3	0.02
57	79	1	0.00
90	13	5	0.02
7	11	1	0.01
57	95	5	0.00
65	45	3	0.03
81	13	7	0.03
87	37	1	0.02
58	15	6	0.00
86	70	1	0.03
72	71	1	0.03
23	99	6	0.03
53	3	1	0.02
31	42	6	0.03
35	88	10	0.01
82	33	4	0.01
20	40	5	0.01
91	23	4	0.03
34	27	5	0.01
45	22	8	0.04
34	86	2	0.02
95	47	2	0.02
67	73	4	0.04
98	57	3	0.03
59	6	8	0.03
99	39	5	0.03
98	80	3	0.03
39	78	9	0.03
49	3	3	0.02
70	65	5	0.03
5	26	10	0.01
38	77	1	0.00
72	51	9	0.00
86	52	8	0.02
28	88	4	0.01
54	96	7	0.00
56	58	1	0.00
96	1	5	0.05
42	66	7	0.02
28	13	4	0.01
99	78	7	0.00
10	34	4	0.03
84	49	3	0.02
68	33	5	0.04
5	60	7	0.01
44	63	8	0.02
7	57	1	0.01
71	13	9	0.02
51	72	7	0.01
28	12	6	0.01
77	90	2	0.03
61	16	8	0.03
91	17	1	0.00
50	63	8	0.01
52	87	9	0.03
66	38	10	0.02
98	31	8	0.03
5	2	8	0.04
94	27	5	0.03
79	37	2	0.03
4	21	9	0.03
27	23	8	0.01
16	2	9	0.02
49	98	4	0.03
96	85	9	0.00
43	59	4	0.03
72	32	2	0.03
21	68	3	0.01
4	74	5	0.03
7	39	8	0.01
98	90	8	0.02
3	2	5	0.03
6	27	4	0.01
28	77	7	0.01
64	50	2	0.02
99	74	7	0.01
3	89	8	0.02
14	78	2	0.03
69	79	1	0.01
72	4	9	0.03
10	19	9	0.02
56	54	5	0.04
28	79	1	0.00
51	35	3	0.02
90	25	2	0.01
58	66	6	0.02
35	60	7	0.03
36	18	4	0.02
69	26	2	0.02
45	17	6	0.02
82	80	8	0.02
87	22	5	0.04
21	0	2	0.03
41	72	8	0.04
40	63	1	0.00
77	78	9	0.02
33	36	3	0.01
22	6	3	0.00
44	59	9	0.01
23	61	9	0.02
50	78	6	0.01
67	54	9	0.00
75	80	1	0.04
16	28	6	0.03
63	52	10	0.02
12	65	4	0.03
57	14	3	0.03
2	44	10	0.04
15	88	8	0.01
9	63	2	0.00
13	87	6	0.02
31	9	8	0.01
77	13	9	0.02
25	16	10	0.01
74	66	9	0.03
23	78	10	0.03
45	59	10	0.04
66	12	9	0.04
6	86	10	0.01
87	56	9	0.00
56	82	6	0.00
5	29	3	0.04
86	74	7	0.03
5	13	2	0.01
72	69	5	0.01
95	16	10	0.01
54	94	4	0.02
17	97	10	0.00
60	49	9	0.01
27	63	9	0.02
33	68	1	0.02
47	30	4	0.02
39	91	5	0.02
87	79	3	0.00
7	53	10	0.03
94	97	1	0.00
92	64	5	0.02
78	36	1	0.01
89	35	9	0.03
30	9	3	0.02
22	62	1	0.01
18	37	7	0.03
5	6	10	0.01
21	86	2	0.02
7	49	5	0.01
27	80	6	0.03
88	57	4	0.03
20	45	7	0.04
59	25	10	0.04
99	59	9	0.04
38	20	5	0.04
53	56	9	0.04
87	93	10	0.04
62	4	10	0.00
15	36	5	0.01
40	13	8	0.02
89	5	6	0.03
36	27	6	0.01
3	22	9	0.01
35	2	8	0.01
83	84	6	0.03
57	51	8	0.01
46	96	2	0.03
43	8	7	0.02
8	72	7	0.02
40	5	10	0.02
17	94	8	0.04
18	91	4	0.02
12	82	3	0.00
39	22	1	0.01
95	26	9	0.01
96	0	5	0.04
92	31	7	0.01
4	52	7	0.01
77	68	10	0.01
18	6	3	0.03
43	21	1	0.02
59	7	9	0.02
40	80	10	0.03
37	49	7	0.02
67	16	10	0.01
87	85	4	0.03
61	91	9	0.01
80	23	2	0.02
84	66	7	0.02
44	62	10	0.03
21	27	10	0.01
61	85	6	0.00
81	61	4	0.02
82	75	1	0.02
23	68	2	0.02
24	32	5	0.02
34	31	6	0.02
84	67	10	0.02
86	12	6	0.01
27	47	2	0.02
61	92	7	0.03
51	91	3	0.01
5	12	4	0.04
21	32	6	0.02
43	39	9	0.01
63	71	7	0.02
97	2	3	0.02
0	74	6	0.00
38	22	8	0.03
78	20	5	0.03
44	52	10	0.00
71	98	7	0.04
30	67	5	0.02
57	49	9	0.02
29	16	6	0.01
98	76	8	0.03
46	68	8	0.01
59	2	5	0.04
65	69	4	0.04
1	38	7	0.04
75	31	5	0.01
65	86	7	0.02
6	77	6	0.03
40	31	1	0.00
70	89	2	0.01
27	37	3	0.03
48	90	1	0.03
4	85	5	0.01
19	68	9	0.01
67	32	4	0.02
4	63	5	0.01
36	79	3	0.01
28	4	1	0.01
84	28	3	0.02
81	34	10	0.03
18	53	8	0.02
91	40	6	0.00
22	67	9	0.00
16	88	3	0.03
96	27	1	0.02
1	30	6	0.01
82	1	2	0.04
51	98	5	0.03
44	68	4	0.03
18	54	5	0.02
85	58	8	0.01
17	77	2	0.01
31	0	3	0.05
86	82	2	0.02
33	44	4	0.02
9	89	4	0.01
25	23	7	0.04
96	60	1	0.02
66	25	7	0.01
27	16	10	0.02
3	40	10	0.00
66	23	7	0.02
79	27	10	0.00
63	75	4	0.00
4	90	2	0.02
7	73	1	0.00
53	60	5	0.00
81	15	5	0.00
88	24	3	0.01
84	46	7	0.03
77	63	10	0.02
53	1	5	0.02
66	55	6	0.04
69	83	1	0.03
36	78	7	0.04
40	60	6	0.01
79	73	2	0.04
52	43	8	0.02
27	40	8	0.00
1	53	1	0.02
10	39	5	0.03
43	91	2	0.00
50	74	2	0.04
48	56	9	0.01
47	50	4	0.00
82	96	10	0.02
30	98	4	0.02
36	21	1	0.04
1	35	10	0.04
1	24	8	0.00
27	83	9	0.03
70	57	7	0.04
10	4	9	0.03
47	88	8	0.01
51	16	8	0.01
39	35	7	0.00
0	27	5	0.00
43	49	2	0.01
96	80	9	0.01
74	28	2	0.03
58	20	4	0.01
44	10	6	0.02
85	94	7	0.00
7	62	4	0.01
54	9	9	0.02
91	87	6	0.02
3	81	8	0.02
51	3	1	0.03
78	70	10	0.01
82	93	7	0.01
89	18	7	0.02
14	96	8	0.04
52	22	1	0.04
41	17	3	0.01
12	96	3	0.04
69	65	1	0.01
70	46	6	0.03
32	56	4	0.00
66	78	8	0.02
19	21	4	0.03
7	76	6	0.01
3	92	6	0.03
88	56	7	0.01
20	42	7	0.01
26	7	6	0.05
24	72	7	0.01
46	42	7	0.02
75	24	5	0.02
66	97	9	0.00
55	26	5	0.02
79	35	3	0.01
0	29	2	0.02
78	31	6	0.03
13	29	10	0.04
91	37	3	0.01
6	26	3	0.01
79	56	3	0.03
32	12	3	0.04
51	64	8	0.00
84	55	1	0.01
6	74	1	0.01
57	15	4	0.03
34	26	5	0.02
16	12	4	0.02
72	34	1	0.00
19	44	1	0.02
78	75	1	0.03
34	38	4	0.03
9	31	8	0.02
66	8	5	0.03
43	34	2	0.01
89	71	2	0.03
81	29	9	0.03
18	27	10	0.02
73	29	5	0.03
76	41	1	0.00
78	37	3	0.01
70	48	9	0.00
24	0	6	0.01
38	63	9	0.04
44	7	6	0.00
83	51	2	0.02
78	34	9	0.02
84	4	6	0.02
99	48	7	0.03
56	75	6	0.04
2	41	8	0.01
55	73	4	0.01
0	61	4	0.05
40	38	5	0.04
69	12	5	0.01
71	10	5	0.02
55	33	6	0.02
92	82	7	0.02
62	28	9	0.00
73	81	9	0.00
